x,y,date_single
359812.271943431,558931.2127067723,26/02/2014
350945.87312001927,586600.654013208,26/02/2014
356801.097329834,585496.7236273416,26/02/2014
347468.13410936977,586864.0360296646,26/02/2014
351075.7016163879,585600.0149123496,26/02/2014
352218.40160435904,590417.7065069426,26/02/2014
351421.40407677303,576759.5982218474,26/02/2014
353017.30589133437,558792.7717287113,26/02/2014
353992.9532005503,570155.8017681346,26/02/2014
353992.9532005503,570155.8017681346,26/02/2014
350112.5801410235,569025.9078592871,26/02/2014
355836.43598949345,563877.7573196212,26/02/2014
353010.6461939994,592952.6989960581,26/02/2014
351268.37954102113,589467.9629764165,26/02/2014
351929.1456054981,588471.1874236818,26/02/2014
354605.61157995946,579438.4234997571,26/02/2014
361506.9553465189,564756.189228234,26/02/2014
356498.77962892456,561924.9566864811,26/02/2014
361995.23027421103,563063.0664697718,26/02/2014
346183.7047222794,568091.3150578368,26/02/2014
345934.3261224775,585817.29573371,26/02/2014
349094.192549295,589539.9023518494,26/02/2014
344871.8494953097,585871.2670206199,26/02/2014
351499.72559405904,583310.0278936868,27/02/2014
356180.20201475045,577428.3111575096,27/02/2014
346100.21019650024,569281.2415360512,27/02/2014
358165.73237976164,558989.084307409,27/02/2014
348429.1922533883,571030.4870347168,27/02/2014
345378.0667697254,587424.5267732723,27/02/2014
354988.76394175185,586683.2152390515,27/02/2014
350439.35693578987,571683.7382524469,27/02/2014
353208.732557636,593261.7563151264,27/02/2014
354715.69775401615,582448.0920303103,27/02/2014
351099.49515960104,565072.9400219974,27/02/2014
359046.24588658,567114.1207072467,27/02/2014
346118.1673074434,584859.9128151746,27/02/2014
361104.9021596072,569530.6468677815,27/02/2014
353245.62921092263,566079.3583388354,27/02/2014
359541.6122857805,557701.9336418654,27/02/2014
350868.5140223907,571056.7755908492,27/02/2014
352449.44356682256,579750.2243846385,27/02/2014
345309.1970155764,587706.2171023409,27/02/2014
358960.00531155063,564411.7468503035,27/02/2014
363030.04437894304,567112.9164242704,27/02/2014
358977.69746612187,574454.9643935702,27/02/2014
343913.26802190806,582410.550688056,27/02/2014
360630.04146611056,562150.4517698846,27/02/2014
359832.0955787101,556604.6163005414,27/02/2014
351334.47978640953,587225.8096942364,27/02/2014
354596.7703477799,558039.8961382187,27/02/2014
363929.7798146368,565218.9505784243,27/02/2014
363764.6265898736,566316.7942175551,27/02/2014
354831.833258991,563678.3903711496,27/02/2014
360123.12284245505,565876.390157736,27/02/2014
350681.35563302354,577793.3975883885,27/02/2014
349713.5545154769,583535.5775904346,27/02/2014
355894.3054879052,569137.4355418531,27/02/2014
355800.73942239006,564796.4989932908,27/02/2014
358838.44124923804,558296.9239502228,27/02/2014
354344.1114558624,573953.3152630483,27/02/2014
350580.4100286063,566816.0837921625,27/02/2014
352410.76472484047,585044.9107294758,27/02/2014
363767.64821495616,566164.4250115284,27/02/2014
361343.8806942194,561829.5275401425,27/02/2014
349705.97214151185,568996.854948605,28/02/2014
353893.0495352831,575976.2281824879,28/02/2014
357336.96484608226,554467.317859435,28/02/2014
351406.72716765915,584630.1547975191,28/02/2014
354102.39540671336,593484.8975682365,28/02/2014
355126.8076608461,581173.6670845887,28/02/2014
355607.5316967332,588534.5793572894,28/02/2014
354529.4732391122,567340.9380182666,28/02/2014
353954.9175947356,573758.2027996009,28/02/2014
358453.4703651192,558186.5899647214,28/02/2014
351931.92762478406,581094.4390170624,28/02/2014
355367.6578810006,574052.3770010389,28/02/2014
348638.57081510755,570803.7668779581,28/02/2014
353145.0469223425,582743.0906823401,28/02/2014
358426.0213517168,577906.7791121347,28/02/2014
364191.2898647377,565337.8106001511,28/02/2014
359463.87854184787,565436.8004226745,28/02/2014
352871.0571530065,568690.9052226557,28/02/2014
346046.51171733346,586830.8006706514,28/02/2014
357974.5832411033,582010.3721433313,28/02/2014
356155.2859596089,586892.9430572119,28/02/2014
346497.67445248296,581436.077293549,28/02/2014
362417.3459935658,564067.9642156314,28/02/2014
354666.2810299137,582270.9901086991,28/02/2014
363470.13581448095,565953.7338632487,28/02/2014
352571.6907344135,575542.5036594465,28/02/2014
346477.8371160858,586539.7046346115,28/02/2014
347839.9818120393,584872.3996781667,28/02/2014
353324.8691903724,569391.2625430712,01/03/2014
356041.5652359477,556833.8026870403,01/03/2014
355001.9147834197,564895.5005208168,01/03/2014
354771.79191615235,565892.5051570558,01/03/2014
353011.21188132704,594395.047030878,01/03/2014
355795.5761145835,560932.4517123534,01/03/2014
352036.7798099849,590886.7833759771,01/03/2014
353473.8823602117,568894.4337785612,01/03/2014
353540.6312701359,566463.4293609346,01/03/2014
358622.5924187988,557988.7057669037,01/03/2014
351690.8264141071,585414.6323700596,01/03/2014
349353.600499454,588803.7120388645,01/03/2014
355820.28482752584,568173.9563000003,01/03/2014
359786.35975729546,571088.0994486182,01/03/2014
363469.53254087607,567146.1279740238,01/03/2014
359067.59144730604,556714.6854973079,01/03/2014
351739.30328880146,565904.1386774137,01/03/2014
348635.48574984784,581724.7170405213,01/03/2014
355323.4371073365,566200.3140111571,01/03/2014
350606.30894599913,576915.6002626632,01/03/2014
